timestamp,BZN|NO1 > BZN|NO1A [MW],BZN|NO1 > BZN|NO2 [MW],BZN|NO1 > BZN|NO3 [MW],BZN|NO1 > BZN|NO5 [MW],BZN|NO1 > BZN|SE3 [MW],BZN|NO1A > BZN|NO1 [MW],BZN|NO2 > BZN|NO1 [MW],BZN|NO3 > BZN|NO1 [MW],BZN|NO5 > BZN|NO1 [MW],BZN|SE3 > BZN|NO1 [MW]
26.03.2025 07:00 - 26.03.2025 08:00,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 07:15 - 26.03.2025 07:30,0.0,0.0,0.0,0.0,0.0,0.0,23.0,118.0,2540.0,0.0
26.03.2025 07:30 - 26.03.2025 07:45,0.0,8.0,0.0,0.0,0.0,0.0,0.0,135.0,2529.0,0.0
26.03.2025 07:45 - 26.03.2025 08:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,145.0,2536.0,0.0
26.03.2025 08:00 - 26.03.2025 08:15,0.0,119.0,0.0,0.0,0.0,0.0,0.0,187.0,2397.0,0.0
26.03.2025 08:00 - 26.03.2025 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
26.03.2025 08:15 - 26.03.2025 08:30,0.0,266.0,0.0,0.0,0.0,0.0,0.0,208.0,2398.0,0.0
26.03.2025 08:30 - 26.03.2025 08:45,0.0,316.0,0.0,0.0,0.0,0.0,0.0,200.0,2355.0,0.0
26.03.2025 08:45 - 26.03.2025 09:00,0.0,311.0,0.0,0.0,0.0,0.0,0.0,188.0,2320.0,0.0
26.03.2025 09:00 - 26.03.2025 09:15,0.0,615.0,0.0,0.0,0.0,0.0,0.0,255.0,2097.0,0.0
26.03.2025 09:00 - 26.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0
26.03.2025 09:15 - 26.03.2025 09:30,0.0,673.0,0.0,0.0,0.0,0.0,0.0,253.0,2025.0,0.0
26.03.2025 09:30 - 26.03.2025 09:45,0.0,675.0,0.0,0.0,0.0,0.0,0.0,259.0,2055.0,0.0
26.03.2025 09:45 - 26.03.2025 10:00,0.0,741.0,0.0,0.0,0.0,0.0,0.0,255.0,1980.0,0.0
26.03.2025 10:00 - 26.03.2025 10:15,0.0,757.0,0.0,0.0,0.0,0.0,0.0,298.0,2007.0,0.0
26.03.2025 10:00 - 26.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0
26.03.2025 10:15 - 26.03.2025 10:30,0.0,759.0,0.0,0.0,0.0,0.0,0.0,286.0,2062.0,0.0
26.03.2025 10:30 - 26.03.2025 10:45,0.0,777.0,0.0,0.0,0.0,0.0,0.0,283.0,2049.0,0.0
26.03.2025 10:45 - 26.03.2025 11:00,0.0,745.0,0.0,0.0,0.0,0.0,0.0,277.0,1993.0,0.0
26.03.2025 11:00 - 26.03.2025 11:15,0.0,764.0,0.0,0.0,0.0,0.0,0.0,322.0,2116.0,0.0
26.03.2025 11:00 - 26.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0
26.03.2025 11:15 - 26.03.2025 11:30,0.0,796.0,0.0,0.0,0.0,0.0,0.0,318.0,2065.0,0.0
26.03.2025 11:30 - 26.03.2025 11:45,0.0,801.0,0.0,0.0,0.0,0.0,0.0,308.0,2012.0,0.0
26.03.2025 11:45 - 26.03.2025 12:00,0.0,786.0,0.0,0.0,0.0,0.0,0.0,301.0,1947.0,0.0
26.03.2025 12:00 - 26.03.2025 12:15,0.0,838.0,0.0,0.0,0.0,0.0,0.0,287.0,1976.0,0.0
26.03.2025 12:00 - 26.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0
26.03.2025 12:15 - 26.03.2025 12:30,0.0,796.0,0.0,0.0,0.0,0.0,0.0,266.0,1975.0,0.0
26.03.2025 12:30 - 26.03.2025 12:45,0.0,909.0,0.0,0.0,0.0,0.0,0.0,283.0,1956.0,0.0
26.03.2025 12:45 - 26.03.2025 13:00,0.0,946.0,0.0,0.0,0.0,0.0,0.0,295.0,1904.0,0.0
26.03.2025 13:00 - 26.03.2025 13:15,0.0,957.0,0.0,0.0,0.0,0.0,0.0,306.0,1996.0,0.0
26.03.2025 13:00 - 26.03.2025 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
26.03.2025 13:15 - 26.03.2025 13:30,0.0,958.0,0.0,0.0,0.0,0.0,0.0,314.0,1987.0,0.0
26.03.2025 13:30 - 26.03.2025 13:45,0.0,966.0,0.0,0.0,0.0,0.0,0.0,334.0,1990.0,0.0
26.03.2025 13:45 - 26.03.2025 14:00,0.0,994.0,0.0,0.0,0.0,0.0,0.0,331.0,2026.0,0.0
26.03.2025 14:00 - 26.03.2025 14:15,0.0,893.0,0.0,0.0,0.0,0.0,0.0,296.0,2060.0,0.0
26.03.2025 14:00 - 26.03.2025 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0
26.03.2025 14:15 - 26.03.2025 14:30,0.0,868.0,0.0,0.0,0.0,0.0,0.0,294.0,2056.0,0.0
26.03.2025 14:30 - 26.03.2025 14:45,0.0,854.0,0.0,0.0,0.0,0.0,0.0,292.0,1943.0,0.0
26.03.2025 14:45 - 26.03.2025 15:00,0.0,898.0,0.0,0.0,0.0,0.0,0.0,303.0,1943.0,0.0
26.03.2025 15:00 - 26.03.2025 15:15,0.0,703.0,0.0,0.0,0.0,0.0,0.0,289.0,1971.0,0.0
26.03.2025 15:00 - 26.03.2025 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
26.03.2025 15:15 - 26.03.2025 15:30,0.0,668.0,0.0,0.0,0.0,0.0,0.0,268.0,2015.0,0.0
26.03.2025 15:30 - 26.03.2025 15:45,0.0,647.0,0.0,0.0,0.0,0.0,0.0,263.0,2058.0,0.0
26.03.2025 15:45 - 26.03.2025 16:00,0.0,659.0,0.0,0.0,0.0,0.0,0.0,261.0,2072.0,0.0
26.03.2025 16:00 - 26.03.2025 16:15,0.0,629.0,0.0,0.0,0.0,0.0,0.0,226.0,2096.0,0.0
26.03.2025 16:00 - 26.03.2025 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
26.03.2025 16:15 - 26.03.2025 16:30,0.0,640.0,0.0,0.0,0.0,0.0,0.0,254.0,2175.0,0.0
26.03.2025 16:30 - 26.03.2025 16:45,0.0,570.0,0.0,0.0,0.0,0.0,0.0,255.0,2236.0,0.0
26.03.2025 16:45 - 26.03.2025 17:00,0.0,510.0,0.0,0.0,0.0,0.0,0.0,257.0,2181.0,0.0
26.03.2025 17:00 - 26.03.2025 17:15,0.0,0.0,0.0,0.0,0.0,0.0,277.0,49.0,2508.0,0.0
26.03.2025 17:00 - 26.03.2025 18:00,0.0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 17:15 - 26.03.2025 17:30,0.0,0.0,0.0,0.0,0.0,0.0,450.0,25.0,2537.0,0.0
26.03.2025 17:30 - 26.03.2025 17:45,0.0,0.0,0.0,0.0,0.0,0.0,437.0,34.0,2498.0,0.0
26.03.2025 17:45 - 26.03.2025 18:00,0.0,0.0,0.0,0.0,0.0,0.0,305.0,37.0,2524.0,0.0
26.03.2025 18:00 - 26.03.2025 18:15,0.0,0.0,51.0,0.0,0.0,0.0,594.0,0.0,2539.0,0.0
26.03.2025 18:00 - 26.03.2025 19:00,0.0,0.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 18:15 - 26.03.2025 18:30,0.0,0.0,33.0,0.0,0.0,0.0,383.0,0.0,2556.0,0.0
26.03.2025 18:30 - 26.03.2025 18:45,0.0,0.0,30.0,0.0,0.0,0.0,353.0,0.0,2541.0,0.0
26.03.2025 18:45 - 26.03.2025 19:00,0.0,0.0,44.0,0.0,0.0,0.0,463.0,0.0,2547.0,0.0
26.03.2025 19:00 - 26.03.2025 19:15,0.0,0.0,70.0,0.0,0.0,0.0,747.0,0.0,2567.0,0.0
26.03.2025 19:00 - 26.03.2025 20:00,0.0,0.0,0.0,0.0,1187.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 19:15 - 26.03.2025 19:30,0.0,0.0,67.0,0.0,0.0,0.0,745.0,0.0,2531.0,0.0
26.03.2025 19:30 - 26.03.2025 19:45,0.0,0.0,54.0,0.0,0.0,0.0,692.0,0.0,2425.0,0.0
26.03.2025 19:45 - 26.03.2025 20:00,0.0,0.0,64.0,0.0,0.0,0.0,727.0,0.0,2442.0,0.0
26.03.2025 20:00 - 26.03.2025 20:15,0.0,0.0,63.0,0.0,0.0,0.0,692.0,0.0,2489.0,0.0
26.03.2025 20:00 - 26.03.2025 21:00,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 20:15 - 26.03.2025 20:30,0.0,0.0,50.0,0.0,0.0,0.0,524.0,0.0,2421.0,0.0
26.03.2025 20:30 - 26.03.2025 20:45,0.0,0.0,44.0,0.0,0.0,0.0,658.0,0.0,2406.0,0.0
26.03.2025 20:45 - 26.03.2025 21:00,0.0,0.0,56.0,0.0,0.0,0.0,653.0,0.0,2356.0,0.0
26.03.2025 21:00 - 26.03.2025 21:15,0.0,0.0,0.0,0.0,0.0,0.0,312.0,57.0,2317.0,0.0
26.03.2025 21:00 - 26.03.2025 22:00,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 21:15 - 26.03.2025 21:30,0.0,0.0,0.0,0.0,0.0,0.0,365.0,59.0,2340.0,0.0
26.03.2025 21:30 - 26.03.2025 21:45,0.0,0.0,0.0,0.0,0.0,0.0,462.0,51.0,2266.0,0.0
26.03.2025 21:45 - 26.03.2025 22:00,0.0,0.0,0.0,0.0,0.0,0.0,320.0,52.0,2303.0,0.0
26.03.2025 22:00 - 26.03.2025 22:15,0.0,428.0,0.0,0.0,0.0,0.0,0.0,241.0,2148.0,0.0
26.03.2025 22:00 - 26.03.2025 23:00,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0
26.03.2025 22:15 - 26.03.2025 22:30,0.0,500.0,0.0,0.0,0.0,0.0,0.0,255.0,2101.0,0.0
26.03.2025 22:30 - 26.03.2025 22:45,0.0,370.0,0.0,0.0,0.0,0.0,0.0,218.0,2117.0,0.0
26.03.2025 22:45 - 26.03.2025 23:00,0.0,421.0,0.0,0.0,0.0,0.0,0.0,217.0,2034.0,0.0
26.03.2025 23:00 - 26.03.2025 23:15,0.0,970.0,0.0,0.0,0.0,0.0,0.0,271.0,2216.0,0.0
26.03.2025 23:00 - 27.03.2025 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
26.03.2025 23:15 - 26.03.2025 23:30,0.0,926.0,0.0,0.0,0.0,0.0,0.0,262.0,2193.0,0.0
26.03.2025 23:30 - 26.03.2025 23:45,0.0,957.0,0.0,0.0,0.0,0.0,0.0,262.0,2154.0,0.0
26.03.2025 23:45 - 27.03.2025 00:00,0.0,955.0,0.0,0.0,0.0,0.0,0.0,233.0,2123.0,0.0
27.03.2025 00:00 - 27.03.2025 00:15,0.0,1219.0,0.0,0.0,0.0,0.0,0.0,225.0,2094.0,0.0
27.03.2025 00:00 - 27.03.2025 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0
27.03.2025 00:15 - 27.03.2025 00:30,0.0,1324.0,0.0,0.0,0.0,0.0,0.0,219.0,2040.0,0.0
27.03.2025 00:30 - 27.03.2025 00:45,0.0,1194.0,0.0,0.0,0.0,0.0,0.0,203.0,2095.0,0.0
27.03.2025 00:45 - 27.03.2025 01:00,0.0,1237.0,0.0,0.0,0.0,0.0,0.0,220.0,2077.0,0.0
27.03.2025 01:00 - 27.03.2025 01:15,0.0,1463.0,0.0,0.0,0.0,0.0,0.0,272.0,1943.0,0.0
27.03.2025 01:00 - 27.03.2025 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
27.03.2025 01:15 - 27.03.2025 01:30,0.0,1559.0,0.0,0.0,0.0,0.0,0.0,263.0,1901.0,0.0
27.03.2025 01:30 - 27.03.2025 01:45,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,264.0,1921.0,0.0
27.03.2025 01:45 - 27.03.2025 02:00,0.0,1644.0,0.0,0.0,0.0,0.0,0.0,276.0,1901.0,0.0
27.03.2025 02:00 - 27.03.2025 02:15,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,266.0,1883.0,0.0
27.03.2025 02:00 - 27.03.2025 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0
27.03.2025 02:15 - 27.03.2025 02:30,0.0,1633.0,0.0,0.0,0.0,0.0,0.0,269.0,1886.0,0.0
27.03.2025 02:30 - 27.03.2025 02:45,0.0,1769.0,0.0,0.0,0.0,0.0,0.0,296.0,1844.0,0.0
27.03.2025 02:45 - 27.03.2025 03:00,0.0,1748.0,0.0,0.0,0.0,0.0,0.0,289.0,1795.0,0.0
27.03.2025 03:00 - 27.03.2025 03:15,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,298.0,1789.0,0.0
27.03.2025 03:00 - 27.03.2025 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0
27.03.2025 03:15 - 27.03.2025 03:30,0.0,1622.0,0.0,0.0,0.0,0.0,0.0,287.0,1773.0,0.0
27.03.2025 03:30 - 27.03.2025 03:45,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,273.0,1777.0,0.0
27.03.2025 03:45 - 27.03.2025 04:00,0.0,1522.0,0.0,0.0,0.0,0.0,0.0,270.0,1744.0,0.0
27.03.2025 04:00 - 27.03.2025 04:15,0.0,1562.0,0.0,0.0,0.0,0.0,0.0,276.0,1769.0,0.0
27.03.2025 04:00 - 27.03.2025 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0
27.03.2025 04:15 - 27.03.2025 04:30,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,271.0,1760.0,0.0
27.03.2025 04:30 - 27.03.2025 04:45,0.0,1557.0,0.0,0.0,0.0,0.0,0.0,271.0,1756.0,0.0
27.03.2025 04:45 - 27.03.2025 05:00,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,261.0,1860.0,0.0
27.03.2025 05:00 - 27.03.2025 05:15,0.0,1651.0,0.0,0.0,0.0,0.0,0.0,251.0,1984.0,0.0
27.03.2025 05:00 - 27.03.2025 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
27.03.2025 05:15 - 27.03.2025 05:30,0.0,1693.0,0.0,0.0,0.0,0.0,0.0,275.0,1968.0,0.0
27.03.2025 05:30 - 27.03.2025 05:45,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,264.0,2076.0,0.0
27.03.2025 05:45 - 27.03.2025 06:00,0.0,1398.0,0.0,0.0,0.0,0.0,0.0,251.0,2152.0,0.0
27.03.2025 06:00 - 27.03.2025 06:15,0.0,953.0,0.0,0.0,0.0,0.0,0.0,209.0,2194.0,0.0
27.03.2025 06:00 - 27.03.2025 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
27.03.2025 06:15 - 27.03.2025 06:30,0.0,895.0,0.0,0.0,0.0,0.0,0.0,203.0,2203.0,0.0
27.03.2025 06:30 - 27.03.2025 06:45,0.0,885.0,0.0,0.0,0.0,0.0,0.0,231.0,2274.0,0.0
27.03.2025 06:45 - 27.03.2025 07:00,0.0,890.0,0.0,0.0,0.0,0.0,0.0,244.0,2382.0,0.0
27.03.2025 07:00 - 27.03.2025 07:15,0.0,504.0,0.0,0.0,0.0,0.0,0.0,193.0,2422.0,0.0
27.03.2025 07:00 - 27.03.2025 08:00,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0
27.03.2025 07:15 - 27.03.2025 07:30,0.0,252.0,0.0,0.0,0.0,0.0,0.0,178.0,2522.0,0.0
27.03.2025 07:30 - 27.03.2025 07:45,0.0,227.0,0.0,0.0,0.0,0.0,0.0,182.0,2620.0,0.0
27.03.2025 07:45 - 27.03.2025 08:00,0.0,405.0,0.0,0.0,0.0,0.0,0.0,200.0,2579.0,0.0
27.03.2025 08:00 - 27.03.2025 08:15,0.0,462.0,0.0,0.0,0.0,0.0,0.0,211.0,2588.0,0.0
27.03.2025 08:00 - 27.03.2025 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
27.03.2025 08:15 - 27.03.2025 08:30,0.0,456.0,0.0,0.0,0.0,0.0,0.0,215.0,2581.0,0.0
27.03.2025 08:30 - 27.03.2025 08:45,0.0,489.0,0.0,0.0,0.0,0.0,0.0,230.0,2468.0,0.0
27.03.2025 08:45 - 27.03.2025 09:00,0.0,306.0,0.0,0.0,0.0,0.0,0.0,226.0,2384.0,0.0
27.03.2025 09:00 - 27.03.2025 09:15,0.0,822.0,0.0,0.0,0.0,0.0,0.0,250.0,2483.0,0.0
27.03.2025 09:00 - 27.03.2025 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0
27.03.2025 09:15 - 27.03.2025 09:30,0.0,663.0,0.0,0.0,0.0,0.0,0.0,229.0,2472.0,0.0
27.03.2025 09:30 - 27.03.2025 09:45,0.0,428.0,0.0,0.0,0.0,0.0,0.0,235.0,2124.0,0.0
27.03.2025 09:45 - 27.03.2025 10:00,0.0,326.0,0.0,0.0,0.0,0.0,0.0,213.0,2055.0,0.0
27.03.2025 10:00 - 27.03.2025 10:15,0.0,571.0,0.0,0.0,0.0,0.0,0.0,229.0,2026.0,0.0
27.03.2025 10:00 - 27.03.2025 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0
27.03.2025 10:15 - 27.03.2025 10:30,0.0,451.0,0.0,0.0,0.0,0.0,0.0,256.0,1656.0,0.0
27.03.2025 10:30 - 27.03.2025 10:45,0.0,299.0,0.0,0.0,0.0,0.0,0.0,239.0,1508.0,0.0
27.03.2025 10:45 - 27.03.2025 11:00,0.0,201.0,0.0,0.0,0.0,0.0,0.0,213.0,1518.0,0.0
27.03.2025 11:00 - 27.03.2025 11:15,0.0,800.0,0.0,0.0,0.0,0.0,0.0,269.0,1617.0,0.0
27.03.2025 11:00 - 27.03.2025 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0
27.03.2025 11:15 - 27.03.2025 11:30,0.0,587.0,0.0,0.0,0.0,0.0,0.0,254.0,1330.0,0.0
27.03.2025 11:30 - 27.03.2025 11:45,0.0,362.0,0.0,0.0,0.0,0.0,0.0,220.0,1233.0,0.0
27.03.2025 11:45 - 27.03.2025 12:00,0.0,274.0,0.0,0.0,0.0,0.0,0.0,214.0,1192.0,0.0
27.03.2025 12:00 - 27.03.2025 12:15,0.0,927.0,0.0,0.0,0.0,0.0,0.0,280.0,1120.0,0.0
27.03.2025 12:00 - 27.03.2025 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0
27.03.2025 12:15 - 27.03.2025 12:30,0.0,818.0,0.0,0.0,0.0,0.0,0.0,303.0,912.0,0.0
27.03.2025 12:30 - 27.03.2025 12:45,0.0,711.0,0.0,0.0,0.0,0.0,0.0,297.0,780.0,0.0
27.03.2025 12:45 - 27.03.2025 13:00,0.0,706.0,0.0,0.0,0.0,0.0,0.0,285.0,757.0,0.0
27.03.2025 13:00 - 27.03.2025 13:15,0.0,641.0,0.0,0.0,0.0,0.0,0.0,324.0,668.0,0.0
27.03.2025 13:00 - 27.03.2025 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1776.0
27.03.2025 13:15 - 27.03.2025 13:30,0.0,776.0,0.0,0.0,0.0,0.0,0.0,349.0,648.0,0.0
27.03.2025 13:30 - 27.03.2025 13:45,0.0,762.0,0.0,0.0,0.0,0.0,0.0,300.0,643.0,0.0
27.03.2025 13:45 - 27.03.2025 14:00,0.0,857.0,0.0,0.0,0.0,0.0,0.0,311.0,798.0,0.0
27.03.2025 14:00 - 27.03.2025 14:15,0.0,892.0,0.0,0.0,0.0,0.0,0.0,277.0,939.0,0.0
27.03.2025 14:00 - 27.03.2025 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0
27.03.2025 14:15 - 27.03.2025 14:30,0.0,940.0,0.0,0.0,0.0,0.0,0.0,269.0,1038.0,0.0
27.03.2025 14:30 - 27.03.2025 14:45,0.0,1135.0,0.0,0.0,0.0,0.0,0.0,259.0,1116.0,0.0
27.03.2025 14:45 - 27.03.2025 15:00,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,252.0,1339.0,0.0
27.03.2025 15:00 - 27.03.2025 15:15,0.0,903.0,0.0,0.0,0.0,0.0,0.0,244.0,1623.0,0.0
27.03.2025 15:00 - 27.03.2025 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0
27.03.2025 15:15 - 27.03.2025 15:30,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,260.0,1881.0,0.0
27.03.2025 15:30 - 27.03.2025 15:45,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,255.0,1925.0,0.0
27.03.2025 15:45 - 27.03.2025 16:00,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,259.0,1979.0,0.0
27.03.2025 16:00 - 27.03.2025 16:15,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,254.0,2029.0,0.0
27.03.2025 16:00 - 27.03.2025 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
27.03.2025 16:15 - 27.03.2025 16:30,0.0,1153.0,0.0,0.0,0.0,0.0,0.0,255.0,2103.0,0.0
27.03.2025 16:30 - 27.03.2025 16:45,0.0,1084.0,0.0,0.0,0.0,0.0,0.0,245.0,2197.0,0.0
27.03.2025 16:45 - 27.03.2025 17:00,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,236.0,2283.0,0.0
27.03.2025 17:00 - 27.03.2025 17:15,0.0,759.0,0.0,0.0,0.0,0.0,0.0,229.0,2178.0,0.0
27.03.2025 17:00 - 27.03.2025 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0
27.03.2025 17:15 - 27.03.2025 17:30,0.0,968.0,0.0,0.0,0.0,0.0,0.0,253.0,2259.0,0.0
27.03.2025 17:30 - 27.03.2025 17:45,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,258.0,2284.0,0.0
27.03.2025 17:45 - 27.03.2025 18:00,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,241.0,2493.0,0.0
27.03.2025 18:00 - 27.03.2025 18:15,0.0,1082.0,0.0,0.0,0.0,0.0,0.0,203.0,2551.0,0.0
27.03.2025 18:00 - 27.03.2025 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0
27.03.2025 18:15 - 27.03.2025 18:30,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,222.0,2575.0,0.0
27.03.2025 18:30 - 27.03.2025 18:45,0.0,1147.0,0.0,0.0,0.0,0.0,0.0,245.0,2521.0,0.0
27.03.2025 18:45 - 27.03.2025 19:00,0.0,1155.0,0.0,0.0,0.0,0.0,0.0,240.0,2486.0,0.0
27.03.2025 19:00 - 27.03.2025 19:15,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,205.0,2508.0,0.0
27.03.2025 19:00 - 27.03.2025 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
27.03.2025 19:15 - 27.03.2025 19:30,0.0,905.0,0.0,0.0,0.0,0.0,0.0,196.0,2462.0,0.0
27.03.2025 19:30 - 27.03.2025 19:45,0.0,961.0,0.0,0.0,0.0,0.0,0.0,205.0,2416.0,0.0
27.03.2025 19:45 - 27.03.2025 20:00,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,219.0,2397.0,0.0
27.03.2025 20:00 - 27.03.2025 20:15,0.0,988.0,0.0,0.0,0.0,0.0,0.0,213.0,2361.0,0.0
27.03.2025 20:00 - 27.03.2025 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0
27.03.2025 20:15 - 27.03.2025 20:30,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,200.0,2377.0,0.0
27.03.2025 20:30 - 27.03.2025 20:45,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,198.0,2365.0,0.0
27.03.2025 20:45 - 27.03.2025 21:00,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,217.0,2283.0,0.0
27.03.2025 21:00 - 27.03.2025 21:15,0.0,1489.0,0.0,0.0,0.0,0.0,0.0,228.0,2300.0,0.0
27.03.2025 21:00 - 27.03.2025 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
27.03.2025 21:15 - 27.03.2025 21:30,0.0,1451.0,0.0,0.0,0.0,0.0,0.0,224.0,2331.0,0.0
27.03.2025 21:30 - 27.03.2025 21:45,0.0,1551.0,0.0,0.0,0.0,0.0,0.0,224.0,2339.0,0.0
27.03.2025 21:45 - 27.03.2025 22:00,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,210.0,2292.0,0.0
27.03.2025 22:00 - 27.03.2025 22:15,0.0,1685.0,0.0,0.0,0.0,0.0,0.0,231.0,2196.0,0.0
27.03.2025 22:00 - 27.03.2025 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0
27.03.2025 22:15 - 27.03.2025 22:30,0.0,1663.0,0.0,0.0,0.0,0.0,0.0,217.0,2172.0,0.0
27.03.2025 22:30 - 27.03.2025 22:45,0.0,1740.0,0.0,0.0,0.0,0.0,0.0,209.0,2153.0,0.0
27.03.2025 22:45 - 27.03.2025 23:00,0.0,1792.0,0.0,0.0,0.0,0.0,0.0,223.0,2023.0,0.0
27.03.2025 23:00 - 27.03.2025 23:15,0.0,1780.0,0.0,0.0,0.0,0.0,0.0,226.0,1963.0,0.0
27.03.2025 23:00 - 28.03.2025 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.0
27.03.2025 23:15 - 27.03.2025 23:30,0.0,1866.0,0.0,0.0,0.0,0.0,0.0,236.0,1864.0,0.0
27.03.2025 23:30 - 27.03.2025 23:45,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,241.0,1750.0,0.0
27.03.2025 23:45 - 28.03.2025 00:00,0.0,1717.0,0.0,0.0,0.0,0.0,0.0,220.0,1711.0,0.0
28.03.2025 00:00 - 28.03.2025 00:15,0.0,1489.0,0.0,0.0,0.0,0.0,0.0,200.0,1521.0,0.0
28.03.2025 00:00 - 28.03.2025 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.0
28.03.2025 00:15 - 28.03.2025 00:30,0.0,1547.0,0.0,0.0,0.0,0.0,0.0,213.0,1437.0,0.0
28.03.2025 00:30 - 28.03.2025 00:45,0.0,1624.0,0.0,0.0,0.0,0.0,0.0,235.0,1375.0,0.0
28.03.2025 00:45 - 28.03.2025 01:00,0.0,1676.0,0.0,0.0,0.0,0.0,0.0,249.0,1297.0,0.0
28.03.2025 01:00 - 28.03.2025 01:15,0.0,1615.0,0.0,0.0,0.0,0.0,0.0,286.0,1127.0,0.0
28.03.2025 01:00 - 28.03.2025 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0
