EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
26X00000110442-R;IT-LION_ENERGYS;LION ENERGY;;;Active;;;IT08181850960;Trade Responsible Party;X
26X00000110521-X;IT-ENERGYCONSUL;ENERGY.CONSULTING SRL;;;Active;;;IT02767310218;Trade Responsible Party;X
26X00000110584-0;IT-INVESGLOB_HOL;INVESGLOB HOLDING;;;Active;;;IT07643240968;Market Operator;X
26X00000110689-H;IT-SOCIETA_ELETT;SOCIETA ELETTRICA INDUSTRIALE ITALIANA;;;Active;;;IT08279650967;Trade Responsible Party;X
26X00000110721-N;IT-SOCIETA_CENTR;SOCIETA' CENTRO ENERGIA;;;Active;;;IT12444941004;Trade Responsible Party;X
26X00000111101-I;IT-ENERVALUESR;ENERVALUE;;;Active;;;IT10750260019;Trade Responsible Party;X
26X00000111243-S;IT-ILLUMIA_TREND;ILLUMIA TREND SRL ;;;Active;;;IT03305901203;Trade Responsible Party;X
26X00000111263-K;IT-LIBERTY_ENERG;LIBERTY ENERGY SRL;;;Active;;;IT02474230394;Trade Responsible Party;X
26X00000111282-F;IT-FRANCE_POWER;FRANCE POWER S.R.L.;;;Active;;;IT11907411000;Trade Responsible Party;X
26X00000111284-9;IT-VRG_TRADE_131;VRG TRADE 131 S.R.L.;;;Active;;;IT01657180434;Trade Responsible Party;X
26X00000111324-S;IT-MAGENTA_ENERG;MAGENTA ENERGY S.R.L.;;;Active;;;IT03550730984;Trade Responsible Party;X
26X00000111326-M;IT-IRIS_ENERGY_S;IRIS ENERGY SRL;;;Active;;;IT03550570984;Trade Responsible Party;X
26X00000111327-J;IT-ENEGAN_POWER;ENEGAN POWER TRADING SRL;;;Active;;;IT12507791007;Trade Responsible Party;X
26X00000111343-N;IT-GAS_SALES_SR;GAS SALES S.R.L.;;;Active;;;IT01340300332;Trade Responsible Party;X
26X00000111383-7;IT-EHT_ENERGY_LT;EHT ENERGY LTD;;;Active;;;GB168632482;Trade Responsible Party;X
26X00000111444-F;IT-PARIS_POWERS;PARIS POWER;;;Active;;;IT11907431008;Trade Responsible Party;X
26X00000111445-C;IT-SUN_POWER_SR;SUN POWER S.R.L.;;;Active;;;IT11907361007;Trade Responsible Party;X
26X00000111447-6;IT-GLOBAL_ENERGY;GLOBAL ENERGY S.R.L.;;;Active;;;IT11907371006;Trade Responsible Party;X
26X00000111449-0;IT-NEW_ENERGY_S;NEW ENERGY S.R.L.;;;Active;;;IT11907391004;Trade Responsible Party;X
26X00000111486-U;IT-CANARBINOSR;CANARBINO;;;Active;;;IT01317810115;Trade Responsible Party;X
26X00000111504-Q;IT-SOCIETAENERGI;SOCIETA ENERGIA ITALIA S.P.A.;;;Active;;;IT01928010683;Market Operator;X
26X00000111505-N;IT_ADATTOENERGY_;ADATTO ENERGY SRL;;;Active;;;IT11182851003;Balance Responsible Party;X
26X00000111703-J;IT-GLOBO_ENERGIA;GLOBO ENERGIA SRL;;;Active;;;IT01513520559;Trade Responsible Party;X
26X00000111804-B;IT-CONSULTINGT_1;CONSULTING & TRADING 1;;;Active;;;IT03567170984;Trade Responsible Party;X
26X00000111805-8;IT-CONSULTINGT_2;CONSULTING & TRADING 2;;;Active;;;IT03567180983;Trade Responsible Party;X
26X00000111823-6;IT-CONSULTINGT_3;CONSULTING & TRADING 3;;;Active;;;IT03567190982;Trade Responsible Party;X
26X00000111824-3;IT-CONSULTINGT_4;CONSULTING & TRADING 4;;;Active;;;IT03567200989;Trade Responsible Party;X
26X00000112296-U;IT-FEED_SPASPA;FEED SPA;;;Active;;;11177481006;Trade Responsible Party;X
26X00000112435-A;IT-ENERGY_TRADIN;ENERGY TRADING INTERNATIONAL S.P.A.;;;Active;;;IT10229031009;Trade Responsible Party;X
26X00000112467-T;IT-INSIEMENERGIA;INSIEMENERGIA SRL;;;Active;;;IT06441801211;Trade Responsible Party;X
26X00000112560-8;IT-ENERGYPOLISSR;ENERGYPOLIS;;;Active;;;IT05050950657;Balance Responsible Party;X
26X00000112591-U;IT-2V_ENERGYSR;2V ENERGY;;;Active;;;IT03795470248;Trade Responsible Party;X
26X00000112662-Y;IT-TREMAGI_SRL;TREMAGI S.R.L.;;;Active;;;02965701200;Trade Responsible Party;X
26X00000112861-R;IT-ENERWAWE_SRLS;ENERWAWE SRL;;;Active;;;IT03459450924;Trade Responsible Party;X
26X00000112943-O;IT-ILLUMIA_GAS_S;ILLUMIA GAS SUPPLY S.R.L.;;;Active;;;IT09818700016;Trade Responsible Party;X
26X00000113120-1;IT-CABE_SRLSRL;CABE SRL;;;Active;;;07087100017;Trade Responsible Party;X
26X00000113189-O;IT-INDIGO_HYDRO;INDIGO HYDRO SRL;;;Active;;;02832040212;Trade Responsible Party;X
26X00000113195-W;IT-INSANA_FRANCE;INSANA FRANCESCA;;;Active;;;01805350897;Trade Responsible Party;X
26X00000113343-B;IT-ENEGANSRL;ENEGAN;;;Active;;;IT06017420487;Trade Responsible Party;X
26X00000113421-K;IT-TERSICORESR;TERSICORE;;;Active;;;IT03287480168;Market Operator;X
26X00000113481-X;IT-SAR_SRLSR;SAR S.R.L.;;;Active;;;IT03133410989;Balance Responsible Party;X
26X00000113542-4;IT-ANTARES_ENERG;ANTARES ENERGIA;;;Active;;;IT12319781006;Trade Responsible Party;X
26X00000113560-2;IT-POWER2LIBERTY;POWER2LIBERTY SRL;;;Active;;;IT02501190397;Market Operator;X
26X00000113581-S;IT-NEW_ENERGY_CO;NEW ENERGY CORPORATION SRL;;;Active;;;IT02780600736;Trade Responsible Party;X
26X00000113680-Q;IT-FRESHLY_ENERG;FRESHLY ENERGY SRL;;;Active;;;IT08721680968;Market Operator;X
26X00000113721-5;IT-CURAGASEPOWER;CURA GAS & POWER;;;Active;;;IT07670380968;Market Operator;X
26X00000113880-G;IT-FOOD_N_ENERGY;FOOD & ENERGY ADVISOR;;;Active;;;IT04021150232;Market Operator;X
26X00000114077-X;IT-GEO_NORD-ESTS;GEO NORD-EST;;;Active;;;IT08218190968;Trade Responsible Party;X
26X00000114201-W;IT-B2L_SRLS_R_L_;B2L SRL;;;Active;;;IT08746160962;Market Operator;X
26X00000114322-G;IT-ENERGIA_CRESC;ENERGIA CRESCENTE;;;Active;;;IT08766290962;Trade Responsible Party;X
26X00000114381-W;IT-FLORIO_SRL;FLORIO S.R.L.;;;Active;;;IT06205900969;Interconnection Trade Responsible;X
26X00000114386-H;IT-SENTRAENERGIA;SENTRA ENERGIA SRL;;;Active;;;IT12657501008;Balance Responsible Party;X
26X00000114401-M;IT-ECOM_SRLS;ECOM S.R.L.;;;Active;;;IT07185930968;Trade Responsible Party;X
26X00000114402-J;IT-X3ENERGY_SPAS;X3ENERGY SPA;;;Active;;;IT04606320960;Trade Responsible Party;X
26X00000114403-G;IT-CONSULTING_A;CONSULTING & TRADING 5;;;Active;;;IT03654540982;Market Operator;X
26X00000114404-D;IT-CONSULTINGET6;CONSULTING & TRADING 6;;;Active;;;IT03654550981;Trade Responsible Party;X
26X00000114405-A;IT-CONSULTINGET7;CONSULTING & TRADING 7;;;Active;;;IT03654560980;Market Operator;X
26X00000114406-7;IT-CONSULTINGET8;CONSULTING & TRADING 8;;;Active;;;IT03654570989;Trade Responsible Party;X
26X00000114407-4;IT-CONSULTINGETR;CONSULTING & TRADING 9;;;Active;;;IT03654580988;Market Operator;X
26X00000114461-Z;IT-NEXTRADEDIAUR;NEX TRADE DI AURORA LEONARDI;;;Active;;;IT05208990878;Market Operator;X
26X00000114901-Y;IT-4ENERGIASRL;4ENERGIA;;;Active;;;IT08815120962;Market Operator;X
26X00000114980-5;IT-VEOSSRL;VEOS;;;Active;;;IT01872010762;Market Operator;X
26X00000115482-I;IT-ECOWAYSPASPA;ECOWAY S.P.A.;;;Active;;;IT04112610961;Market Operator;X
26X00000116840-E;IT-AUGUSTARATIOS;AUGUSTA RATIO;;;Active;;;IT08010490962;Market Operator;X
26X00000117160-Z;IT-UNENDOENERGIA;UNENDO ENERGIA ITALIANA SPA;;;Active;;;IT05077020963;Trade Responsible Party;X
26X00000117460-K;IT-NEWATTSRL;NEWATT;;;Active;;;IT03591360049;Trade Responsible Party;X
26X00000117680-2;IT-PREMIUMGASSPA;PREMIUMGAS S.P.A.;;;Active;;;IT06253090960;Trade Responsible Party;X
26X00000117783-P;IT-SMARTUTILITYS;SMARTUTILITY SPA;;;Active;;;IT02858640606;Market Operator;X
26X00000117915-0;IT-GNLITALIASPA;GNL ITALIA;;;Active;;;IT03231010962;System Operator;X
26X00000117944-S;IT-GASNATURALVEN;GAS NATURAL VENDITA ITALIA S.P.A.;;;Active;;;IT07166601000;Market Operator;X
26X00000118041-2;IT-XIENERGYPARTN;XI ENERGY PARTNERS;;;Active;;;IT09179340964;Balance Responsible Party;X
26X00000118125-U;IT-SERENITSPASPA;SERENIT SPA;;;Active;;;IT01691430498;Trade Responsible Party;X
26X00000118130-4;IT-POLIGRANDENER;POLIGRAND ENERGY SRL;;;Active;;;IT09170920962;Market Operator;X
26X00000118145-M;IT-ERGHYDROSRLSR;ERG HYDRO  S.R.L.;;;Active;;;09163930960;Balance Responsible Party;X
26X00000118161-Q;IT-BANCOENERGIAS;BANCO ENERGIA SPA;;;Active;;;IT04319830271;Market Operator;X
26X00000118301-3;IT-FRI-ELTRADING;FRI-EL TRADING;;;Active;;;IT02893370219;Market Operator;X
26X00000118321-W;IT-GOENERGYSRLSR;GOENERGY S.R.L.;;;Active;;;IT03326370784;Balance Responsible Party;X
26X00000118361-G;IT-ALPERIASPA;O.9;;;Active;;;IT02858310218;Trade Responsible Party;X
26X00000118380-B;IT-KOSLIGHTSERVI;KOSLIGHT SERVICE S.R.L.;;;Active;;;IT08558440965;Market Operator;X
26X00000118861-S;IT-CNCCOMMODITIE;CNC COMMODITIES;;;Active;;;IT09478830962;Balance Responsible Party;X
26X00000119025-T;IT-NOVAAEGSPASPA;NOVA AEG S.P.A.;;;Active;;;IT02616630022;Market Operator;X
26X00000120741-8;IT-EN-GASSRLSRL;EN-GAS SRL;;;Active;;;IT07478750966;Market Operator;X
26X00000121562-1;IT-ENIPLENITUDES;ENI PLENITUDE SPA SOCIETA' BENEFIT;;;Active;;;IT12300020158;Balance Responsible Party;X
26X00000123081-9;IT-ENERGYSPEZIAT;SPEZIA ENERGY TRADING;;;Active;;;IT01374910113;Trade Responsible Party;X
26X00000123521-8;IT-ARCADIAITALIA;ARCADIA ITALIA;;;Active;;;IT13433711002;Market Operator;X
26X00000126041-7;IT-RENEWABLEDISP;RENEWABLE DISPATCHING SRL;;;Active;;;IT10338990962;Market Operator;X
26X00000127041-1;IT-BAYWARECLEANE;BAYWA R.E. CLEAN ENERGY SRL;;;Active;;;IT10340200962;Balance Responsible Party;X
26X00000128581-S;IT-ALPERIATRADIN;ALPERIA TRADING SRL;;;Active;;;IT03008510210;Trade Responsible Party;X
26X00000128981-8;IT-SONATRACHRAFF;Sonatrach Raffineria Italiana;;;Active;;;IT10410680960;Consumer;X
26X00000134422-Y;IT-SMARTERGYSRLS;SMARTERGY S.R.L.;;;Active;;;IT04645490238;Balance Responsible Party;X
26X00000140614-2;IT-CNCCONSULTING;CNC CONSULTING SRL;;;Active;;;IT04440390237;Capacity Trader;X
26X00000142415-Y;IT-ITALIAGASELUC;ITALIA GAS E LUCE SRL;;;Active;;;IT02479770469;Trade Responsible Party;X
26X0000GE00387-J;IT-EVA_ENERGIE;E.VA. ENERGIE VALSABBIA S.P.A.;;;Active;;;IT02216600987;Trade Responsible Party;X
26X0000GE00447-U;IT-ENER_WIND;EN.E.R. WIND SRL;;;Active;;;IT02309250393;Market Operator;X
26X0000GE00537-T;IT-OPPIMITTI_ENE;OPPIMITTI ENERGY SRL;;;Active;;;IT02530930342;Producer;X
26X0000GE00644-T;IT-TERMICACOLLEF;TERMICA COLLEFERRO S.P.A.;;;Active;;;IT02894511209;Producer;X
26X0000GE00955-7;IT-ALVANIA_SRL;ALVANIA S.R.L.;;;Active;;;IT04313810287;Market Operator;X
26X0000GE01702-3;ENEMALTA_PLCC;ENEMALTA_PLC;;;Active;;;MT12734807;Grid Operator;X
26X0000OEAC1SS-5;IT-A2A_CALOREAMP;A2A CALORE & SERVIZI SRL;;;Active;;;IT10421210153;Imbalance Settlement Responsible;X
26X0000OEACSCM-Q;IT-ACAM_CLIENTI;ACAM CLIENTI SPA;;;Active;;;IT01146130115;Trade Responsible Party;X
26X0000OEADCRP-V;IT-ADICORP_SPA;ADICORP S.P.A.;;;Active;;;IT03857850659;Trade Responsible Party;X
26X0000OEAEGSN-7;IT-AZIENDA_ENERG;AZIENDA ENERGIA E GAS SOCIETA' COOPERATIVA;;;Active;;;IT00488490012;Market Operator;X
26X0000OEAESBP-9;IT-ABP_ENERGY_SR;ABP ENERGY SRL;;;Active;;;IT03611690177;Market Operator;X
26X0000OEALSPE-I;IT-ALEAENERGIASP;ALEA ENERGIA SPA;;;Active;;;IT02194050593;Trade Responsible Party;X
26X0000OEAOESS-G;IT-OTTANAENERGIA;OTTANA ENERGIA SPA;;;Active;;;IT13356620156;Balance Responsible Party;X
26X0000OEAPRCI-2;IT-APRICA_SPASP;APRICA SPA;;;Active;;;IT00802250175;Imbalance Settlement Responsible;X
26X0000OEASBNR-U;IT-ABENERGIE_SPA;ABENERGIE SPA;;;Active;;;IT03308940166;Trade Responsible Party;X
26X0000OEASCLC-4;IT-ACEA_ENERGIA;ACEA ENERGIA HOLDING SPA;;;Active;;;IT05863631007;Market Operator;X
26X0000OEBSLNR-A;IT-BLUENERGY_GRO;BLUENERGY GROUP SPA;;;Active;;;IT02259960306;Market Operator;X
26X0000OECASPA-8;IT-SASOLITALYSPA;SASOL ITALY SPA;;;Active;;;IT04758570826;Balance Responsible Party;X
26X0000OECTAGN-I;IT-ENERGYDIS_SR;ENERGY.DIS SRL;;;Active;;;IT02254400217;Capacity Trader;X
26X0000OEDSPAM-6;IT-DALMINE_SPAS;DALMINE SPA;;;Active;;;IT02149710168;Trade Responsible Party;X
26X0000OEECDCS-I;IT-ECODECO_SRLS;ECODECO SRL;;;Active;;;IT01066840180;Imbalance Settlement Responsible;X
26X0000OEEISPA-K;IT-ENERGIT_SPAS;ENERG.IT SPA;;;Active;;;IT02605060926;Market Operator;X
26X0000OEEMSNR-R;IT-SORGENIA_POWE;SORGENIA POWER SPA;;;Active;;;IT03925650966;Trade Responsible Party;X
26X0000OEENCSR-7;IT-ERG_POWER_GEN;ERG POWER GENERATION S.P.A.;;;Active;;;IT01440590899;Trade Responsible Party;X
26X0000OEENRGD-M;IT-SORGENIA_PUGL;SORGENIA PUGLIA SPA;;;Active;;;IT06259480728;Trade Responsible Party;X
26X0000OEENRGH-A;IT-ENERGHE_SPAS;ENERGHE SPA;;;Active;;;IT03145780049;Market Operator;X
26X0000OEENVND-B;IT-EONENERGIASPA;E.ON ENERGIA S.P.A;;;Active;;;03429130234;Trade Responsible Party;X
26X0000OEESNRX-J;IT-ENERXENIA_SPA;ENERXENIA SPA;;;Active;;;IT02612800132;Capacity Trader;X
26X0000OEESTR0-E;IT-ENERGIA___TER;ENERGIA & TERRITORIO S.R.L.;;;Active;;;IT01954420467;Balance Responsible Party,Trade Responsible Party;X
26X0000OEEWSNR-4;IT-ENERGY_WATT_S;ENERGY WATT SRL;;;Active;;;IT02417920986;Producer;X
26X0000OEFASRC-A;IT-FRI-ELACERRAS;FRI-EL ACERRA SRL;;;Active;;;IT02478880210;Producer;X
26X0000OEFASRL-K;IT-FRI-ELANGLONA;FRI-EL ANGLONA SRL;;;Active;;;IT02429050210;Producer;X
26X0000OEFGSRR-3;IT-FRI-ELGROTTOL;FRI-EL GROTTOLE SRL;;;Active;;;IT02471970216;Producer;X
26X0000OEFNRLR-R;IT-FRI-ELNURRISR;FRI-EL NURRI SRL;;;Active;;;IT02313180214;Producer;X
26X0000OEFRLCM-A;IT-FRI-ELCAMPIDA;FRI-EL CAMPIDANO SRL;;;Active;;;IT02520920212;Producer;X
26X0000OEFRSRL-T;IT-FRI-ELRICIGLI;FRI-EL RICIGLIANO SRL;;;Active;;;IT02389580214;Producer;X
26X0000OEGCXGR-2;IT-GECX_GROUP_IT;GECX GROUP ITALY SRL;;;Active;;;IT06871650963;Trade Responsible Party;X
26X0000OEGLSRT-Y;IT-GELSIA__SRLS;GELSIA  SRL;;;Active;;;IT05970420963;Market Operator;X
26X0000OEGPSLB-E;IT-GLOBAL_POWER;GLOBAL POWER SPA;;;Active;;;IT03443420231;Trade Responsible Party;X
26X0000OEGSCMS-L;IT-GASCOM_SPASP;GASCOM SPA;;;Active;;;IT08382071002;Capacity Trader;X
26X0000OEHYDRD-Z;IT-HYDRODOLOMITI;HYDRO DOLOMITI ENERGIA SRL;;;Active;;;02075180220;Trade Responsible Party;X
26X0000OEIGEST-5;IT-ITALGREENENER;ITAL GREEN ENERGY SRL;;;Active;;;IT05363500728;Market Operator;X
26X0000OEISBSR-S;IT-ISABSRLSRL;ISAB SRL;;;Active;;;IT01975150895;Market Operator;X
26X0000OEJNSSR-3;IT_FREEENERGIA_1;FREE ENERGIA S.P.A.;;;Active;;;02924550920;Balance Responsible Party,Grid Operator;X
26X0000OEMRGLC-H;IT-MURGEOLICASRL;MURGEOLICA SRL;;;Active;;;IT05702610725;Producer;X
26X0000OEMTNRG-8;IT-METAENERGIA_S;METAENERGIA SPA;;;Active;;;IT10384791009;Market Operator;X
26X0000OENPSWW-6;IT-ONDA_SRLSRL;ONDA SRL;;;Active;;;IT07491751009;Market Operator;X
26X0000OEOCSPP-F;IT-OPPIMITTI_COS;OPPIMITTI COSTRUZIONI SRL;;;Active;;;IT01574930341;Producer;X
26X0000OESCISL-0;IT-SOLVAYCHIMICA;SOLVAY CHIMICA ITALIA SPA;;;Active;;;IT00104340492;Producer;X
26X0000OESETS0-X;IT-SETSPASPA;SET SPA;;;Active;;;IT13212400157;Producer;X
26X0000OESIT1I-Q;IT-DOLOMITI_ENER;DOLOMITI ENERGIA SPA;;;Active;;;IT01614640223;Trade Responsible Party;X
26X0000OETSNRG-2;IT-TEAENERGIA_S_;TEAENERGIA S.R.L.;;;Active;;;IT02125710208;Market Operator;X
26X0000OETSRDC-D;IT-TRADECOM_SRLS;TRADECOM SRL;;;Active;;;IT05247771008;Trade Responsible Party;X
26X0000OETTSRL-U;IT-TRENTINO_TRAD;TRENTINO TRADING SRL;;;Active;;;IT01689850228;Trade Responsible Party;X
26X0000OETVCNP-S;IT-TECNOPARCOVAL;TECNOPARCO VALBASENTO SPA;;;Active;;;IT00523220770;Producer;X
26X0000OEVRSPR-I;IT-VARESE_RISORS;VARESE RISORSE SPA;;;Active;;;IT01734970120;Imbalance Settlement Responsible;X
26X000999702120T;IT-AZIENDADOBBIA;AZIENDA ELETTRICA DOBBIACO SPA;;;Active;;;IT00099970212;Distribution System Operator;X
26X001136301980B;IT-ARVEDITUBIACC;ARVEDI TUBI ACCIAIO SPA;;;Active;;;IT00113630198;Consumer;X
26X008830401980G;IT-ILTAINOXSPA;ILTA INOX SPA;;;Active;;;IT00883040198;Consumer;X
26X009519009680I;IT-STMICROELECTR;STMICROELECTRONICS SRL;;;Active;;;IT00951900968;Consumer;X
26X0103573021500;IT-AZIENDAELETTR;AZIENDA ELETTRICA S.MARTINO SRL;;;Active;;;IT01035730215;Grid Operator;X
26X014835005240J;IT-BANCAMONTEDEI;BANCA MONTE DEI PASCHI DI SIENA;;;Active;;;IT01483500524;Trade Responsible Party;X
26X016571604360D;IT-VRGWIND129SPA;VRG WIND 129 S.P.A.;;;Active;;;IT01657160436;Producer;X
26X017039007690U;IT-SERRAENERGIES;SERRA ENERGIE S.R.L.;;;Active;;;IT01703900769;Producer;X
26X017148301950S;IT_GREEN_ENERGY_;GREEN ENERGY FOR STEEL S.R.L.;;;Active;;;01714830195;Balance Responsible Party;X
26X017177302100E;IT-ASMBRESSANONE;A.S.M. BRESSANONE SPA;;;Active;;;IT01717730210;Distribution System Operator;X
26X017362607690O;IT-ALFAWINDSRLSR;ALFA WIND SRL;;;Active;;;IT01736260769;Trade Responsible Party;X
26X017719904450O;IT-OCTOPUSENERGY;OCTOPUS ENERGY ITALIA  SRL;;;Active;;;IT01771990445;Balance Responsible Party;X
26X017914903430I;IT-IRETISPA;IRETI SPA;;;Active;;;IT01791490343;Distribution System Operator;X
26X0196690030805;IT-AFGSRLASOCIOU;AFG S.R.L. A SOCIO UNICO;;;Active;;;IT01966900308;Market Operator;X
26X019681102030R;IT-ESMART;E.SMART SRL;;;Active;;;IT01968110203;Trade Responsible Party;X
26X019682003010R;IT-EGEAPT;EGEA PRODUZIONI E TELERISCALDAMENTO SRL;;;Active;;;IT01968200301;Producer;X
26X0221961081904;IT-VRGWIND060SRL;VRG WIND 060 SRL;;;Active;;;IT02219610819;Producer;X
26X022943209790V;IT-NWGENERGIASPA;NWG ENERGIA SPA SB;;;Active;;;IT02294320979;Trade Responsible Party;X
26X0231791020205;IT-SADEPANCHIMIC;SADEPAN CHIMICA S.R.L.;;;Active;;;IT02317910202;Energy Supplier;X
26X0241251097208;IT-ENERGYGASITAL;ENERGYGAS ITALIA S.R.L.;;;Active;;;IT02412510972;Trade Responsible Party;X
26X024170802110G;SEVDATACOOP;SEV DATA SOCIETA' COOPERATIVA;;;Active;;;IT02417080211;Market Operator;X
26X024337906940J;IT-LUCESRLSRL;LUCE S.R.L.;;;Active;;;IT02433790694;Balance Responsible Party;X
26X027222401870Q;IT-RETIDIVOGHERA;RETI DI. VOGHERA S.R.L.;;;Active;;;IT02722240187;Distribution System Operator;X
26X0279354078801;IT-VRGWIND070SPA;VRG WIND 070 S.P.A.;;;Active;;;IT02793540788;Producer;X
26X0292460079006;IT-VRGWIND840SPA;VRG WIND 840 S.P.A.;;;Active;;;IT02924600790;Producer;X
26X0297177030601;IT-TUAENERGIASRL;TUA ENERGIA  SRL;;;Active;;;IT02971770306;Energy Supplier;X
26X0303858024104;IT-EUSEBIOENERGI;EUSEBIO ENERGIA S.R.L.;;;Active;;;IT03038580241;Producer;X
26X031613502140T;IT-LIMEONSRLSRL;LIMEON SRL;;;Active;;;IT03161350214;Balance Responsible Party;X
26X031836009270S;IT-4NEWMONTEGRIG;4NEW MONTE GRIGHINE SRL;;;Active;;;IT03183600927;Producer;X
26X033180605420R;IT-ENERVIVASRLSR;ENERVIVA S.R.L.;;;Active;;;IT03318060542;Energy Supplier;X
26X033504605430O;THEMAENERGIA;THEMA ENERGIA SRL;;;Active;;;IT03350460543;Market Operator;X
26X035219209610Q;SOLVAYSPECPOLY;SOLVAY SPECIALTY POLYMERS ITALY SPA;;;Active;;;IT03521920961;Producer;X
26X0355810078404;IT-ENERGYSERVICE;ENERGYSERVICES S.R.L.;;;Active;;;IT03558100784;Trade Responsible Party;X
26X0358963023908;IT-OLIMPIASRLSRL;OLIMPIA SRL;;;Active;;;IT03589630239;Balance Responsible Party;X
26X0359707023802;IT-VRGWIND030SRL;VRG WIND 030 SRL;;;Active;;;IT03597070238;Producer;X
26X040406709210Q;IT-ENERGYTRADING;ENERGY TRADING SERVICE S.R.L.;;;Active;;;IT04040670921;Market Operator;X
26X044230302710T;IT-BANCOENERGIAF;BANCO ENERGIA FORNITURE S.R.L.;;;Active;;;IT04423030271;Market Operator;X
26X044956602370I;IT-NEOSENERGYSOL;NEOS ENERGY SOLUTIONS  SRL;;;Active;;;IT04495660237;Capacity Trader;X
26X0509183065204;IT-CCTOLVESRLSR;C&C TOLVE SRL;;;Active;;;IT05091830652;Producer;X
26X051756702890Q;IT-FACILEENERGYS;FACILE.ENERGY S.R.L.;;;Active;;;IT05175670289;Market Operator;X
26X055295404850R;IT-VRGWIND040SRL;VRG WIND 040 SRL;;;Active;;;IT05529540485;Producer;X
26X056374104800V;IT-VRGWIND819SPA;VRG WIND 819  S.P.A.;;;Active;;;IT05637410480;Producer;X
26X058166110070A;IT-ARETISPA;ARETI S.P.A.;;;Active;;;IT05816611007;Distribution System Operator;X
26X0602965065908;IT-TIRRENIAENERG;TIRRENIA ENERGIA S.R.L.;;;Active;;;IT06029650659;Market Operator;X
26X0670442048506;IT-VOLTYSRLSRL;VOLTY S.R.L.;;;Active;;;IT06704420485;Market Operator;X
26X074636509650X;IT-SISTEMAENERGI;SISTEMA ENERGIA ITALIA SPA;;;Active;;;IT07463650965;Market Operator;X
26X082563010060Y;IT-FARPOWERSRLSR;FARPOWER S.R.L.;;;Active;;;IT08256301006;Producer;X
26X093284701590C;IT-CIPLOMBARDIAS;CIP LOMBARDIA SRL;;;Active;;;IT09328470159;Energy Supplier;X
26X095337609640G;IT-ASTIENERGYSRL;ASTI ENERGY SRL;;;Active;;;IT09533760964;Trade Responsible Party;X
26X1001A1001A12K;IT-GESTORE_DEI_M;GESTORE DEI MERCATI ENERGETICI SPA;;;Active;;;IT06208031002;Market Operator;X
26X105497609640A;IT-SPRINTENERGYS;SPRINT ENERGY SRL;;;Active;;;IT10549760964;Energy Supplier;X
26X105808000180R;IT-PIEMONTEENERG;PIEMONTE ENERGY SPA;;;Active;;;IT10580800018;Trade Responsible Party;X
26X114847109640C;IT-EGOGREENSRLSR;EGOGREEN S.R.L.;;;Active;;;IT11484710964;Energy Supplier;X
26X121034909620M;IT-WITHUITALIASR;WITHU ITALIA  SRL;;;Active;;;IT12103490962;Market Operator;X
26X126209910050P;MBIGASELUCE;MINERAL BARIUM ITALIA GAS ELUCE SRL;;;Active;;;IT12620991005;Market Operator;X
26X128834501520B;IT-UNARETISPASPA;UNARETI SPA;;;Active;;;IT12883450152;Distribution System Operator;X
26X12Z478309650H;IT-BELENERGIAECO;BELENERGIA ECO TRADING SRL;;;Active;;;IT12347830965;Market Operator;X
26X130495410090X;IT-IMEPOWERSRLSR;IME POWER SRL;;;Active;;;IT13049541009;Producer;X
26X130594609670Y;IT-SARASENERGYMA;SARAS ENERGY MANAGEMENT;;;Active;;;IT13059460967;Balance Responsible Party,Market Operator,Balancing Service Provider;X
26X133916101540V;IT-RDMOVAROSPASP;RDM OVARO SPA;;;Active;;;IT13391610154;Consumer;X
26X137082000000G;IT_MONITAINTERC;MONITA INTERCONNECTOR;;;Active;;;13342121004;Balance Responsible Party;X
26X142538610000W;IT-E-GAPSRLSOCIE;E-GAP SRL SOCIETA' BENEFIT;;;Active;;;IT14253861000;Energy Supplier,Market Operator,Producer,Storage System Operator,Balancing Service Provider;X
26X148743310030Q;IT-MOORENSRL;MOOREN;;;Active;;;IT14874331003;Market Operator;X
26X171853110020S;IT-GREENINGENERG;GREENING ENERGY ITALIA;;;Active;;;IT17185311002;Balance Group Responsible Party,Balance Responsible Party,Consumption Responsible Party,Imbalance Settlement Responsible,Market Operator,Network User,Production Responsible Party,Storage System Operator,Trade Responsible Party,Balancing Service Provider,Grid Access Provider;X
27X-01GENIAL---K;01GENIAL;Genial Investment s.r.o.;;;Active;;;CZ24721174;Balance Responsible Party;X
27X1102-SECR-CZT;1102-SECR-CZ;Slovenske elektrarne Ceska republika, s.r.o.;;;Active;;;CZ03866289;Balance Responsible Party;X
27X-7INSUPPLY--W;7INSUPPLY;Sev.en Industry Supply a.s.;;;Active;;;CZ17323886;Balance Responsible Party;X
27X-ABAENERGY--V;ABAENERGY;ABA ENERGY, s.r.o.;;;Active;;;CZ28577949;Balance Responsible Party;X
27X-ABSTERGO-PSN;ABSTERGO-PS;Abstergo Power Solution s.r.o.;;;Active;;;CZ07918551;Balance Responsible Party;X
27X-AEQUITAS-ENE;AEQUITAS-EN;Aequitas Energy s.r.o.;;;Active;;;CZ11978660;Balance Responsible Party;X
27X-AETHER-----7;AETHER;AETHER Sro;;;Active;;;CZ24762911;Balance Responsible Party;X
